pattern_id,normalized_pattern,example_source,count,sample_seg_ids
pattern_924a3015d4d71774,Find ∫(-4x^{n} + 5x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(-4x^3 + 5x^2 + 4x - 3) dx (ignore +C).,1,9ff36cab58f997d148da0e0b1be51b18a0514a695fd9190ac5a7a89acafac634
pattern_cf3f879461ad993f,Find ∫(-4x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(-4x^2 - 2x + 2) dx (ignore +C).,1,f0b513996c63fa3e9a8129bc3f2701379bde123274d82d6c6059edfac8f07d23
pattern_7e5eb84643115d21,Find ∫(-4x^{n} - 2x - {n}) dx (ignore +C).,Find ∫(-4x^2 - 2x - 1) dx (ignore +C).,1,9418b00ca21292c68092fa06625e39682d6d50d44893fc17a80a3de42a3bf61b
pattern_66a314e86b97c74f,Find ∫(-4x^{n} - 4x + {n}) dx (ignore +C).,Find ∫(-4x^2 - 4x + 1) dx (ignore +C).,1,de446d682bb685f1d536173632821e4b1dd23505099f2cc72f491a0e9543594b
pattern_cd31bc8abd211721,Find ∫(-5x^{n} + 2x^{n} - x + {n}) dx (ignore +C).,Find ∫(-5x^3 + 2x^2 - x + 1) dx (ignore +C).,1,e0200cad52653b19e474b6646dd6385574ed6a08e103eff68b9d7200a1d0d032
pattern_e0c19341252012e0,Find ∫(-5x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(-5x^2 + 3x - 2) dx (ignore +C).,1,75ee7ba391eb7c30b3acb40da65e6a2725dec759b4e3273d5524a8753eb49e77
pattern_ed6abb3e20be3920,Find ∫(-5x^{n} + 3x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(-5x^3 + 3x^2 - 2x + 1) dx (ignore +C).,1,6ca5fc253016f081396f45a46895be35fd8b121775b9171683054f04f3900777
pattern_e7eced81e95071ed,Find ∫(-5x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(-5x^2 + 4x + 6) dx (ignore +C).,1,d8a403d52231eb1919a481261c87b027a2ec4c5ba18580c39477eef1c9427364
pattern_f122f6fc0a544ff8,Find ∫(-5x^{n} + 4x^{n} - x + {n}) dx (ignore +C).,Find ∫(-5x^3 + 4x^2 - x + 6) dx (ignore +C).,1,8e8a476ca1b7b5ecc134d6380db3a863f7ac8815dc68ce21dbed6b53b8cc43b7
pattern_a1750c8afaad4481,Find ∫(-5x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(-5x^2 + 6x + 6) dx (ignore +C).,1,eeedb92ebbd15c679093e471bad7094665d96299e61b84e0d0259c9db82dde99
pattern_e999b564dfa24459,Find ∫(-5x^{n} + 6x^{n} + 2x - {n}) dx (ignore +C).,Find ∫(-5x^3 + 6x^2 + 2x - 2) dx (ignore +C).,1,aa558a3fa803d8850104ef03e9a93275e2ff78c75a9bf561567615c04bc0af86
pattern_0417004072909be2,Find ∫(-5x^{n} + x - {n}) dx (ignore +C).,Find ∫(-5x^2 + x - 6) dx (ignore +C).,1,2f0733e0c11242b04c1713503476f3150aa2498eee6ffeb0c75199ddc550e5d0
pattern_bb987caed5392fcc,Find ∫(-5x^{n} - 2x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(-5x^3 - 2x^2 + 6x + 6) dx (ignore +C).,1,2d021b8671a9d252b41905f7e71b9e7e4c1adddddb7d337bb0de76bd0443d53c
pattern_b9968957c179ce6e,Find ∫(-5x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(-5x^2 - 3x + 6) dx (ignore +C).,1,a0c3c383f16a553c5e731f5b1c79d53b0527d8ab2bef1ffd3daa05bee72f2cd5
pattern_431e5c7fb0a7f3c3,Find ∫(-5x^{n} - 3x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(-5x^3 - 3x^2 - 2x + 4) dx (ignore +C).,1,131a6fad0d7ace3133f8e7a7480139edf612d8e070282982dbfd8c34039879e2
pattern_5b6c427c0b014cb0,Find ∫(-5x^{n} - 3x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(-5x^3 - 3x^2 - 3x - 6) dx (ignore +C).,1,1407d8823717d7bf6cbd2af7940d56ee7ad523ef8e915e2d8010957e91772106
pattern_c6215969d2093ea2,Find ∫(-5x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(-5x^2 - 6x + 4) dx (ignore +C).,1,1ffd321ee42bf0709ef04d559fa8d30d12a6b8c26172a9af3ba2c68efd40e35e
pattern_524f684674db6a95,Find ∫(-5x^{n} - 6x - {n}) dx (ignore +C).,Find ∫(-5x^2 - 6x - 1) dx (ignore +C).,1,3730bf16039cacf6794072a5cb24889f84be823da6549ecb8b2a3ec8f497b6ee
pattern_fbbb5a15da66a3a1,Find ∫(-5x^{n} - x + {n}) dx (ignore +C).,Find ∫(-5x^2 - x + 6) dx (ignore +C).,1,05c6b4b580c86ec4cac76676a0869d5817c9a8f1d5005edbaf6effea2b180ea6
pattern_a87ba7cbd1f7b854,Find ∫(-5x^{n} - x - {n}) dx (ignore +C).,Find ∫(-5x^2 - x - 4) dx (ignore +C).,1,281baabb7062ab291ef47a23e15dd1989a477d3f82db198dd5b7ce707736a0a6
pattern_43b2cf90703171d1,Find ∫(-5x^{n} - x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(-5x^3 - x^2 + 3x - 4) dx (ignore +C).,1,412d991e2e6de2024a7e61508295157b24e0c6dafd0f2175759b9908918e5e82
pattern_64458e1864089c3c,Find ∫(-5x^{n} - x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(-5x^3 - x^2 + 4x - 6) dx (ignore +C).,1,9ddcc6837943ad758c56d8dd425b9ee7f8d3b4a152f280115672c4e5e40ab0de
pattern_8ea36e7e3a5a3d26,Find ∫(-5x^{n} - x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(-5x^3 - x^2 + 6x - 3) dx (ignore +C).,1,d34dcf81d2ac3cd5c9735043e72ad35518df0c30d35715381a3ed1a33b10c5a0
pattern_b99978d1fbed34b9,Find ∫(-6x^{n} + 2x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(-6x^3 + 2x^2 + 6x + 4) dx (ignore +C).,1,46575064ed694391520c256ebd7661f6b0a7c63ca17d7633db6b15e74c7eaf2b
pattern_78e6198f92e11b52,Find ∫(-6x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(-6x^2 + 3x + 2) dx (ignore +C).,1,442aa1d68444f0160626386a8f41d7e9e0fdaff0550252436239a0feb4258af7
pattern_be1749adc0568fe3,Find ∫(-6x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(-6x^2 + 3x - 4) dx (ignore +C).,1,321fe7fd79a646af197c9b76530e0e130dbf1b0eb7f7b5e3f67e1958ab57e091
pattern_b7bc38e8743866b1,Find ∫(-6x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(-6x^2 + 4x + 3) dx (ignore +C).,1,c51e69aeeef31a2bd076c714e8e18ec241af4b11dc177e588c19efeaed060caf
pattern_6b5b3606b0a2bd46,Find ∫(-6x^{n} + 5x^{n} + 2x - {n}) dx (ignore +C).,Find ∫(-6x^3 + 5x^2 + 2x - 3) dx (ignore +C).,1,3155f6da070350f458addd6260ed37bc95e0bbd0e1a2becae3ef00e89bc1bef3
pattern_5547455cccb05a01,Find ∫(-6x^{n} + 5x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(-6x^3 + 5x^2 + 6x - 2) dx (ignore +C).,1,f26055449e37f72370b023bdac9a95606fd3bf8d3ef7508ff039402a7be0c1b1
pattern_03a96c405be9b45c,Find ∫(-6x^{n} + 5x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(-6x^3 + 5x^2 - 3x - 4) dx (ignore +C).,1,1efd9550aa9c9b298f6c426bcffba8e19e10debb9db01084a99feeda15bfe48c
pattern_304e8900d47e500c,Find ∫(-6x^{n} + 5x^{n} - 4x + {n}) dx (ignore +C).,Find ∫(-6x^3 + 5x^2 - 4x + 3) dx (ignore +C).,1,e095bb9fa3bb33c58617098f9c29f88235d4ab9368ff6d894bf7fecf1614abe6
pattern_21821d0123affe9e,Find ∫(-6x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(-6x^2 + 6x - 4) dx (ignore +C).,1,25d1df322be18893b6504e8ab66d7812cc8c2707b774cf5007679a3676a30ccc
pattern_68ace5c9b65b644c,Find ∫(-6x^{n} + 6x^{n} + x - {n}) dx (ignore +C).,Find ∫(-6x^3 + 6x^2 + x - 1) dx (ignore +C).,1,6729f9e6c618717d4df98dc55abc68f26715aa9c129cec0a51f5ad5f83ff90c2
pattern_7bb11e3c8587ef49,Find ∫(-6x^{n} + x - {n}) dx (ignore +C).,Find ∫(-6x^2 + x - 1) dx (ignore +C).,1,ab616ca365320b10aa1b4e6add896801f96f64128c3f5b4e64191bae67270c64
pattern_18297ebe0ba96b34,Find ∫(-6x^{n} + x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(-6x^3 + x^2 + 6x - 4) dx (ignore +C).,1,ec738cbbed61c23d285c802ef51a91a6e8de567a8e8c299d8a17ae0154e56abc
pattern_867f623dcbff291c,Find ∫(-6x^{n} - 2x^{n} + x + {n}) dx (ignore +C).,Find ∫(-6x^3 - 2x^2 + x + 5) dx (ignore +C).,1,3566cc0df2d099caae7cf02cc29393144ae66266b4f921f9d8370c0b9995303d
pattern_04a7ccda2a56dd6e,Find ∫(-6x^{n} - 2x^{n} - 6x - {n}) dx (ignore +C).,Find ∫(-6x^3 - 2x^2 - 6x - 1) dx (ignore +C).,1,c8e66630c3e6a2a89cdf98944fe128e20a5abca1197a413685d87f885e21904c
pattern_c6a0a139fcbee073,Find ∫(-6x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(-6x^2 - 3x + 5) dx (ignore +C).,1,b7c3c0e0124bfd3d4d7d95575c93c73d86d7348b2142322c76470097426f18f6
pattern_fe5b3522e0674b6d,Find ∫(-6x^{n} - 6x^{n} - 5x - {n}) dx (ignore +C).,Find ∫(-6x^3 - 6x^2 - 5x - 3) dx (ignore +C).,1,c25d9c46f9f01514d8e7f5e981e8da9267647ae253344c396b10a471abbb679c
pattern_6889dd422f195ee8,Find ∫(-6x^{n} - x + {n}) dx (ignore +C).,Find ∫(-6x^2 - x + 6) dx (ignore +C).,1,7ef9d0e88ddbdd778ceaea6e912402c5d09721e23a2b02b4a9491b3e7b83a425
pattern_fdfd949c65d12275,Find ∫(-6x^{n} - x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(-6x^3 - x^2 + 4x + 1) dx (ignore +C).,1,8f52d64fcf75cf18e759219f5eabdbe9af5577375d889a3d920bc09a0afa3593
pattern_101ce4a68b52b9ef,Find ∫(-x^{n} + 2x - {n}) dx (ignore +C).,Find ∫(-x^2 + 2x - 5) dx (ignore +C).,1,bf95b587cf785dc930ffd91793874f2b5b7cb564b2dad9165c0350fbb0288f64
pattern_23bb87b35e1a2165,Find ∫(-x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(-x^2 + 3x + 5) dx (ignore +C).,1,741d8a3a40a42a28e8436b84d85c3bf012aca9f126f57941030105c9f5121cf2
pattern_8dadaea96a49f0b6,Find ∫(-x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(-x^2 + 4x + 2) dx (ignore +C).,1,cc67276da69bfb5423bf05ce1f844c6b5d7a3e55ba450ca05e272463f2de83a2
pattern_5bdf376f666b1c37,Find ∫(-x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(-x^2 + 5x - 3) dx (ignore +C).,1,0b3f1d6b302f563b9d5d7ee2ba31e7c78a444dd3d0cd82513eab13f1e214bb65
pattern_9f42ccbbbca3e688,Find ∫(-x^{n} + 5x^{n} - x + {n}) dx (ignore +C).,Find ∫(-x^3 + 5x^2 - x + 4) dx (ignore +C).,1,6ea613b1ac31774a3f5c917d27dcab5182d66464cab5c9d41d152cab43aed671
pattern_99ce1d4264190d9b,Find ∫(-x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(-x^2 + 6x + 2) dx (ignore +C).,1,543a9d9be745b4454a8da604ccfcda32887ee1606506f68b2674b8301c395382
pattern_b68d5fdc66233adf,Find ∫(-x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(-x^2 + 6x - 2) dx (ignore +C).,1,259f0d94d0124150302a3d5ff8f5093216ed97cb6b89db62b5aca8ce3512f927
pattern_7325ce3350758e3d,Find ∫(-x^{n} + x + {n}) dx (ignore +C).,Find ∫(-x^2 + x + 4) dx (ignore +C).,1,da896dd8768b33604c8473432b8b8851c94c90e76439ec1fd8a4d3756167e92e
pattern_608f38379b9fd50a,Find ∫(-x^{n} + x - {n}) dx (ignore +C).,Find ∫(-x^2 + x - 4) dx (ignore +C).,1,465a7b400fc9832d74aa26b85b003edc704beba78bb74febed2a1caa1a07ce12
pattern_eb6674faa27ac60e,Find ∫(-x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(-x^2 - 3x + 3) dx (ignore +C).,1,04b88678fa483f91162398805b991e0c891d05c3aad002a208a65c8a99443e15
pattern_c519fe436afca489,Find ∫(-x^{n} - 3x^{n} - 4x - {n}) dx (ignore +C).,Find ∫(-x^3 - 3x^2 - 4x - 4) dx (ignore +C).,1,37d6dad539d7536d15cd8c077dcc9a1ed0336107e036fbb673b55f10d8cb60b6
pattern_4c44c7dd09d929e3,Find ∫(-x^{n} - 5x - {n}) dx (ignore +C).,Find ∫(-x^2 - 5x - 2) dx (ignore +C).,1,1ee76ec926182b5a7813394053f8045a653a8738bf2c19ed458d98709a1e34c5
pattern_d0e53933b962d7af,Find ∫(-x^{n} - 6x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(-x^3 - 6x^2 - 3x - 1) dx (ignore +C).,1,c6e9e5386983b27f8a47e29abb9ad64d9d1c9e6a7e46a0fcedacc15a61187ffd
pattern_fafea213ea527a8f,Find ∫(2x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(2x^2 + 3x + 1) dx (ignore +C).,1,b61eaf9c2c1ad8cca019a4620422300aaf7591f5cc4540ef5f1b8e4292c901fa
pattern_b623dd86e3d30032,Find ∫(2x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(2x^2 + 3x - 1) dx (ignore +C).,1,2bb89a65337c5e9c43ae0560781ed3d28e0330974b134652b1c5051d995b9e27
pattern_7c5810d02cf54a7f,Find ∫(2x^{n} + 3x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(2x^3 + 3x^2 + 3x - 3) dx (ignore +C).,1,965cbd8dcdc3d21930d7a54bc94cb6e43e0f578faf1c568c166075cb64103363
pattern_ee7c5cccffe6308c,Find ∫(2x^{n} + 3x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(2x^3 + 3x^2 + 5x + 3) dx (ignore +C).,1,ec49d6b494a5b719d0440acf73da665e9a38a4abe72f9dee3febe50eb09e28d3
pattern_184a676617e11565,Find ∫(2x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(2x^2 + 5x + 4) dx (ignore +C).,1,5f7ac7b4be0a701806247d1e4024ca34dc00d58295a0b8efaf6450bef7ae9643
pattern_b7a5a54ce493ddcd,Find ∫(2x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(2x^2 + 6x - 5) dx (ignore +C).,1,45bf77541103d754e18d1d80e8a9807de94b4128c81987f6dc06dd89c29a8b7a
pattern_82e9ae1a591512c0,Find ∫(2x^{n} + 6x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(2x^3 + 6x^2 - 6x + 6) dx (ignore +C).,1,e7c3cd0300c74c103304b792f83e1218ff0690abdf279bff6d7740a27ab27657
pattern_2dedfd44b5fa4aad,Find ∫(2x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(2x^2 - 2x + 2) dx (ignore +C).,1,c2dead3ad51d0c00f701da702e0057376cd911140217f418979a370bb0f88428
pattern_9451409c3cc67ac5,Find ∫(2x^{n} - 4x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(2x^3 - 4x^2 + 5x + 6) dx (ignore +C).,1,5d2aee54121204f713e79a006caa510fd017beeb9e22138b72ccb8f39552fe34
pattern_6a4d004f66f3adbb,Find ∫(2x^{n} - 6x^{n} - 5x + {n}) dx (ignore +C).,Find ∫(2x^3 - 6x^2 - 5x + 3) dx (ignore +C).,1,9ab0391a8c95bdf11a117eff23c808ffd10f898b4c61a27be14e8b09095b42fb
pattern_fd7b85bf7bc08269,Find ∫(2x^{n} - x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(2x^3 - x^2 - 2x + 5) dx (ignore +C).,1,e100376ea2b82ae26b1d8c965c93e9cbc71b51c756c03c495a58261ce6c30119
pattern_2818c019c68e0568,Find ∫(3x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(3x^2 + 3x - 2) dx (ignore +C).,1,cf8775dc6e7e74b902bafe8fc237cddd45ba1c856014ca53edaee04157c04d56
pattern_e26adf62bf1cfdf5,Find ∫(3x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(3x^2 + 4x - 1) dx (ignore +C).,1,feeeca1d658c47fe26b0188736290fb7e0e05ecf49842ac236bb3b906e14b8b2
pattern_b493c07ba7f8372e,Find ∫(3x^{n} + 4x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(3x^3 + 4x^2 + 4x - 1) dx (ignore +C).,1,834b71010d0b9ffd314f81b55737b1eec7ddc9a538f5ab2a5ca1ffcb5a71597d
pattern_7959982e379969a5,Find ∫(3x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(3x^2 + 5x + 2) dx (ignore +C).,1,4f9503ac4c751a91ca10b2997d7f1801d56ada34b343df39aa800211b78348bd
pattern_865d87663dfb1721,Find ∫(3x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(3x^2 + 5x - 1) dx (ignore +C).,1,6b9c90f7f63cf286a4cd5a5794df555e7029308b024e9b0a7a22a05c434bf408
pattern_6f6bae88e28def2b,Find ∫(3x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(3x^2 + 6x + 1) dx (ignore +C).,1,86537ee65b54cc5fe341b414e59a29aac241120f913ef812fd1b80f38e0b9b61
pattern_ea3481aa79f08212,Find ∫(3x^{n} + 6x^{n} + 2x + {n}) dx (ignore +C).,Find ∫(3x^3 + 6x^2 + 2x + 4) dx (ignore +C).,1,037725e67d68582a591ef82359701d84d0f24d95c33c2d5a14637cfca332d3fb
pattern_2b6c5e78fb9c0131,Find ∫(3x^{n} + x - {n}) dx (ignore +C).,Find ∫(3x^2 + x - 1) dx (ignore +C).,1,8cfb3b28d5fba74bf452e6c4ee24adbb25fd86cae8d5bcfa70ddc79dd622f51e
pattern_aea139363f11cdc5,Find ∫(3x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(3x^2 - 2x + 5) dx (ignore +C).,1,41ac963c04f4916794e99dc2a1451f62f5bf804dd1b7dccc8e013a201a8ad15a
pattern_03fb04c2fb61f582,Find ∫(3x^{n} - 2x - {n}) dx (ignore +C).,Find ∫(3x^2 - 2x - 4) dx (ignore +C).,1,8bf192e414aca8c96a79eb95bc35b91d73c148dd0d63625e1f7fbd25af0b97e8
pattern_8c96e6162cfc3a6a,Find ∫(3x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(3x^2 - 3x + 5) dx (ignore +C).,1,7acc39800d56bf94f417571d328d2937c00c5567cf6965e031660d8c4f179cd6
pattern_f2e2a9a77be5e24d,Find ∫(3x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(3x^2 - 3x - 1) dx (ignore +C).,1,6bfbe1b4820958eefa6570b227b2b63b4588b46020f2e11eaceaadc27529e964
pattern_e45e5cae38c81166,Find ∫(3x^{n} - 3x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(3x^3 - 3x^2 - 2x + 6) dx (ignore +C).,1,79de4aad4693edbb87e23cfb908cf4896f70ea9c065cbd4259e76b6df1983985
pattern_6d5537050f8b95f0,Find ∫(3x^{n} - 3x^{n} - x - {n}) dx (ignore +C).,Find ∫(3x^3 - 3x^2 - x - 1) dx (ignore +C).,1,12ab1d7dbaed236b35d4ebe747501bbb0eaf1e5bccc68ec4a79b53cb50a3139e
pattern_fba47165d7f7ab21,Find ∫(3x^{n} - 4x - {n}) dx (ignore +C).,Find ∫(3x^2 - 4x - 1) dx (ignore +C).,1,0dcf610b60bc4686998fee9d48408b8d1ca942139e9282dafd5b150484beed65
pattern_cf5732719578f903,Find ∫(3x^{n} - 5x + {n}) dx (ignore +C).,Find ∫(3x^2 - 5x + 1) dx (ignore +C).,1,efdd5de0737b0280bdc34d5f3c380dea83ce4ca45ce1498346e754d937f80a3d
pattern_49cb2718957b9ec9,Find ∫(3x^{n} - 5x - {n}) dx (ignore +C).,Find ∫(3x^2 - 5x - 5) dx (ignore +C).,1,02d65c7866ed4749f0592abba8db4c924f36698ae4879f72a84996484ac525e3
pattern_7398ec0136f0a528,Find ∫(3x^{n} - x + {n}) dx (ignore +C).,Find ∫(3x^2 - x + 4) dx (ignore +C).,1,750d302d5a24e0d6fcb0eab69ba81ff63df82602eea71ee9de1b5979097c6b96
pattern_5efd30b06d1453f9,Find ∫(3x^{n} - x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(3x^3 - x^2 + 4x + 1) dx (ignore +C).,1,effaec2b410fb24ddf23c92a5ee7787b0bd04355ffef0cb4a755de879f95725b
pattern_f02c311f3fb6621a,Find ∫(4x^{n} + 2x - {n}) dx (ignore +C).,Find ∫(4x^2 + 2x - 6) dx (ignore +C).,1,3bf0b5b12eee5e7a5b2a430ac81149d0519ceb56e13258cdcddabc4175bbe01d
pattern_daa17860cb72dd65,Find ∫(4x^{n} + 2x^{n} + x - {n}) dx (ignore +C).,Find ∫(4x^3 + 2x^2 + x - 4) dx (ignore +C).,1,8b338cebe83ebf1b2517bd4dc5cc431d3eba6cfaf8562321a91dd3017bcbad1a
pattern_7ebd36276db7f8e3,Find ∫(4x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(4x^2 + 3x + 5) dx (ignore +C).,1,eda377b43e31538a72f5ed989629136ae1fa6c5df77613c2a8b2afe35af23648
pattern_ce166260eaf378d5,Find ∫(4x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(4x^2 + 3x - 1) dx (ignore +C).,1,17ec39c8502954e9cec46b83bf71fb0e8287e11107520d1106a3d99851747b3c
pattern_9a1f01f6a0dcb954,Find ∫(4x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(4x^2 + 4x + 6) dx (ignore +C).,1,72c19615dfde81f539be28d1c1bd1f5053147373b2b1d8538e154412d1fca075
pattern_e0f8f35a6ef1858c,Find ∫(4x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(4x^2 + 4x - 2) dx (ignore +C).,1,c36f30bd6033f307ad2c465e18e0c36f68643df37b5bc5aea4f01e3c8eb1aadd
pattern_1d818d1fbe841ac3,Find ∫(4x^{n} + 4x^{n} - x + {n}) dx (ignore +C).,Find ∫(4x^3 + 4x^2 - x + 2) dx (ignore +C).,1,cd78bd646b098fdc0f37787b8c4cf53377dd243d81ef2d51f1472eabef2523aa
pattern_fa6005abe2c1bad9,Find ∫(4x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(4x^2 + 6x - 4) dx (ignore +C).,1,09fd66a9aa4b2a7657f813a78686eeb5d714b00cea29145291a46f99c0a95427
pattern_38e51d07890c1b8a,Find ∫(4x^{n} + x - {n}) dx (ignore +C).,Find ∫(4x^2 + x - 5) dx (ignore +C).,1,f073cefd07965a131146a4b5a287782fe00ef899d71bafa54084068b836983b2
pattern_b965b81014388ceb,Find ∫(4x^{n} + x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(4x^3 + x^2 + 5x + 2) dx (ignore +C).,1,2c20990301f77c90aa0e106e2740571b645291c12ec103b336a70a923e02c412
pattern_2d897bf6ff6d8d1b,Find ∫(4x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(4x^2 - 2x + 3) dx (ignore +C).,1,c3747d213fb842df222310fed5ffb5a16a3877114f53f82a06a461ae271efeb2
pattern_d5a0f3abda4354a8,Find ∫(4x^{n} - 2x - {n}) dx (ignore +C).,Find ∫(4x^2 - 2x - 4) dx (ignore +C).,1,aee18b4cccbefa7dc7d9dbf7a6577f9bfa75002fa03f8ddb5d9a2e4f15b34083
pattern_ff09d598b3ddc418,Find ∫(4x^{n} - 4x + {n}) dx (ignore +C).,Find ∫(4x^2 - 4x + 1) dx (ignore +C).,1,06ee3d2699bbb1a477a4cce9ee810bc2d1720f77c38f9503c6be3bd843224c86
pattern_1e9f00c21af89241,Find ∫(4x^{n} - 4x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(4x^3 - 4x^2 + 6x + 6) dx (ignore +C).,1,a5864d16a4ada0d61b60546285285fa0459f5ee1c60393ac15cc240a7d41429b
pattern_b3f7f8613c9b7336,Find ∫(4x^{n} - 5x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(4x^3 - 5x^2 - 3x + 6) dx (ignore +C).,1,a75a615c2b92d0bcdb622048ef8e8ce477abbd3740027e709d48df2581a34977
pattern_22d3659d1800780e,Find ∫(4x^{n} - 5x^{n} - 4x + {n}) dx (ignore +C).,Find ∫(4x^3 - 5x^2 - 4x + 3) dx (ignore +C).,1,9bb575a2f263b894c42f091ce985c4295b47ca4379684bdd2b069b24773aa033
pattern_663ba90149166779,Find ∫(4x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(4x^2 - 6x + 5) dx (ignore +C).,1,7d8b63d93b636a251baf0ccf010108cd8229fbc311f2087d41c772fc81c6b374
pattern_84df32c5b54e8585,Find ∫(4x^{n} - 6x - {n}) dx (ignore +C).,Find ∫(4x^2 - 6x - 6) dx (ignore +C).,1,61ebbda7bc20455d24f73e4ac99fc0080d4b06e43d7444b9e9e6aeaf1ea44081
pattern_e23c70f1f835b6cf,Find ∫(4x^{n} - 6x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(4x^3 - 6x^2 + 3x + 1) dx (ignore +C).,1,14d23b4e206f1f6cb8a1b24da40b14487332d55ad64866790a98c41069bd63c3
pattern_a90dc8e9d82df7bb,Find ∫(5x^{n} + 2x^{n} + 2x + {n}) dx (ignore +C).,Find ∫(5x^3 + 2x^2 + 2x + 5) dx (ignore +C).,1,ee0375374e9a96d11de6287bf80eaab00fe150d667f14e74086c4c0927c27cd5
pattern_efe6f47a6ba9de58,Find ∫(5x^{n} + 2x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(5x^3 + 2x^2 - 3x - 2) dx (ignore +C).,1,dd8b5c64a354344597c72d19b3c271af2deaa0d28c509adf594de063204bb334
pattern_8c3bcf103dee771e,Find ∫(5x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(5x^2 + 3x - 3) dx (ignore +C).,1,cb4330ba0ee578818448625fa462fb8a387f9eb9bb64c3a9390b55b54f0d2f6e
pattern_814b67d39c2c5246,Find ∫(5x^{n} + 3x^{n} + x + {n}) dx (ignore +C).,Find ∫(5x^3 + 3x^2 + x + 5) dx (ignore +C).,1,8892b02f2fcc62c2c0ee013a8c76972cc03767edbc92148c663b1ad685f7440c
pattern_4533b7356afae424,Find ∫(5x^{n} + 4x + {n}) dx (ignore +C).,Find ∫(5x^2 + 4x + 2) dx (ignore +C).,1,b264ff7d71fa6ede24136e1be492d3de2fd66960cdce0faa0fe14528c33520cc
pattern_62220031b34b309d,Find ∫(5x^{n} + 4x - {n}) dx (ignore +C).,Find ∫(5x^2 + 4x - 4) dx (ignore +C).,1,64f72ae345ca2eb9b6f3488122ee84f28de0074343b779a8bf535f4c7ed2eadf
pattern_e8567dabc729b668,Find ∫(5x^{n} + 4x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(5x^3 + 4x^2 + 5x + 5) dx (ignore +C).,1,a6a3f90d5e451a01c14fda07bf5a816fb9811e4a8dd21087f84599f2625314cc
