file,question_id,action,status,detail,options_before,options_after,answer_index_before,answer_index_after
KS5_merged_deduped.jsonl,ks5_diff_poly_f43b82a2,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""20x**3 + 18x**2 + 12x - 3"", ""5x^4 + 6x^3 + 6x^2 - 3x - 8"", ""0"", ""20x^3 + 18x^2 + 12x - 3""]","[""20x^3 + 18x^2 + 12x - 3"", ""5x^4 + 6x^3 + 6x^2 - 3x - 8"", ""0"", ""20x^3 + 18x^2 + 12x - 3""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f43b82a2,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""20x^3 + 18x^2 + 12x - 3"", ""5x^4 + 6x^3 + 6x^2 - 3x - 8"", ""0"", ""20x^3 + 18x^2 + 12x - 3""]","[""20x^3 + 18x^2 + 12x - 3"", ""5x^4 + 6x^3 + 6x^2 - 3x - 8"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f49b38c1,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""-20x**3 - 15x**2 - 12x + 1"", ""-5x^4 - 5x^3 - 6x^2 + x + 8"", ""-20x^3 - 15x^2 - 12x + 1""]","[""0"", ""-20x^3 - 15x^2 - 12x + 1"", ""-5x^4 - 5x^3 - 6x^2 + x + 8"", ""-20x^3 - 15x^2 - 12x + 1""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f49b38c1,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-20x^3 - 15x^2 - 12x + 1"", ""-5x^4 - 5x^3 - 6x^2 + x + 8"", ""-20x^3 - 15x^2 - 12x + 1""]","[""0"", ""-20x^3 - 15x^2 - 12x + 1"", ""-5x^4 - 5x^3 - 6x^2 + x + 8""]",3,1
KS5_merged_deduped.jsonl,ks5_diff_poly_f53f8354,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-12x^2 + 2x + 4"", ""0"", ""-12x**2 + 2x + 4"", ""-4x^3 + x^2 + 4x - 8""]","[""-12x^2 + 2x + 4"", ""0"", ""-12x^2 + 2x + 4"", ""-4x^3 + x^2 + 4x - 8""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f53f8354,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-12x^2 + 2x + 4"", ""0"", ""-12x^2 + 2x + 4"", ""-4x^3 + x^2 + 4x - 8""]","[""-12x^2 + 2x + 4"", ""0"", ""-4x^3 + x^2 + 4x - 8""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f55b239e,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-2x^3 + 6x^2 + 4x - 6"", ""-6x**2 + 12x + 4"", ""-6x^2 + 12x + 4""]","[""0"", ""-2x^3 + 6x^2 + 4x - 6"", ""-6x^2 + 12x + 4"", ""-6x^2 + 12x + 4""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f55b239e,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-2x^3 + 6x^2 + 4x - 6"", ""-6x^2 + 12x + 4"", ""-6x^2 + 12x + 4""]","[""0"", ""-2x^3 + 6x^2 + 4x - 6"", ""-6x^2 + 12x + 4""]",3,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f56bf63c,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""24x**3 + 12x**2 - 12x + 6"", ""24x^3 + 12x^2 - 12x + 6"", ""6x^4 + 4x^3 - 6x^2 + 6x - 4""]","[""0"", ""24x^3 + 12x^2 - 12x + 6"", ""24x^3 + 12x^2 - 12x + 6"", ""6x^4 + 4x^3 - 6x^2 + 6x - 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f56bf63c,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""24x^3 + 12x^2 - 12x + 6"", ""24x^3 + 12x^2 - 12x + 6"", ""6x^4 + 4x^3 - 6x^2 + 6x - 4""]","[""0"", ""24x^3 + 12x^2 - 12x + 6"", ""6x^4 + 4x^3 - 6x^2 + 6x - 4""]",2,1
KS5_merged_deduped.jsonl,ks5_diff_poly_f6127bb9,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-15x^2 + 12x + 3"", ""-5x^3 + 6x^2 + 3x + 1"", ""-15x**2 + 12x + 3"", ""0""]","[""-15x^2 + 12x + 3"", ""-5x^3 + 6x^2 + 3x + 1"", ""-15x^2 + 12x + 3"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f6127bb9,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-15x^2 + 12x + 3"", ""-5x^3 + 6x^2 + 3x + 1"", ""-15x^2 + 12x + 3"", ""0""]","[""-15x^2 + 12x + 3"", ""-5x^3 + 6x^2 + 3x + 1"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f70af7c8,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""16x**3 - 18x**2 - 4x - 4"", ""4x^4 - 6x^3 - 2x^2 - 4x - 1"", ""0"", ""16x^3 - 18x^2 - 4x - 4""]","[""16x^3 - 18x^2 - 4x - 4"", ""4x^4 - 6x^3 - 2x^2 - 4x - 1"", ""0"", ""16x^3 - 18x^2 - 4x - 4""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f70af7c8,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""16x^3 - 18x^2 - 4x - 4"", ""4x^4 - 6x^3 - 2x^2 - 4x - 1"", ""0"", ""16x^3 - 18x^2 - 4x - 4""]","[""16x^3 - 18x^2 - 4x - 4"", ""4x^4 - 6x^3 - 2x^2 - 4x - 1"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f714c7e6,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""x^4 - x^3 - 5x^2 + 5x + 3"", ""0"", ""4x^3 - 3x^2 - 10x + 5"", ""4x**3 - 3x**2 - 10x + 5""]","[""x^4 - x^3 - 5x^2 + 5x + 3"", ""0"", ""4x^3 - 3x^2 - 10x + 5"", ""4x^3 - 3x^2 - 10x + 5""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f714c7e6,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""x^4 - x^3 - 5x^2 + 5x + 3"", ""0"", ""4x^3 - 3x^2 - 10x + 5"", ""4x^3 - 3x^2 - 10x + 5""]","[""x^4 - x^3 - 5x^2 + 5x + 3"", ""0"", ""4x^3 - 3x^2 - 10x + 5""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f7617858,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-6x^2 - 2x - 4"", ""-2x^3 - x^2 - 4x + 2"", ""0"", ""-6x**2 - 2x - 4""]","[""-6x^2 - 2x - 4"", ""-2x^3 - x^2 - 4x + 2"", ""0"", ""-6x^2 - 2x - 4""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f7617858,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-6x^2 - 2x - 4"", ""-2x^3 - x^2 - 4x + 2"", ""0"", ""-6x^2 - 2x - 4""]","[""-6x^2 - 2x - 4"", ""-2x^3 - x^2 - 4x + 2"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f77352bf,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""-x^4 - 5x^3 - 2x^2 - 4"", ""-4x^3 - 15x^2 - 4x"", ""-4x**3 - 15x**2 - 4x""]","[""0"", ""-x^4 - 5x^3 - 2x^2 - 4"", ""-4x^3 - 15x^2 - 4x"", ""-4x^3 - 15x^2 - 4x""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f77352bf,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-x^4 - 5x^3 - 2x^2 - 4"", ""-4x^3 - 15x^2 - 4x"", ""-4x^3 - 15x^2 - 4x""]","[""0"", ""-x^4 - 5x^3 - 2x^2 - 4"", ""-4x^3 - 15x^2 - 4x""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f77abca2,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""3x^2 + 6x + 6"", ""x^3 + 3x^2 + 6x - 8"", ""0"", ""3x**2 + 6x + 6""]","[""3x^2 + 6x + 6"", ""x^3 + 3x^2 + 6x - 8"", ""0"", ""3x^2 + 6x + 6""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f77abca2,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""3x^2 + 6x + 6"", ""x^3 + 3x^2 + 6x - 8"", ""0"", ""3x^2 + 6x + 6""]","[""3x^2 + 6x + 6"", ""x^3 + 3x^2 + 6x - 8"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f7be4697,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-6x^2 - 8x + 3"", ""-6x**2 - 8x + 3"", ""0"", ""-2x^3 - 4x^2 + 3x + 7""]","[""-6x^2 - 8x + 3"", ""-6x^2 - 8x + 3"", ""0"", ""-2x^3 - 4x^2 + 3x + 7""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f7be4697,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-6x^2 - 8x + 3"", ""-6x^2 - 8x + 3"", ""0"", ""-2x^3 - 4x^2 + 3x + 7""]","[""-6x^2 - 8x + 3"", ""0"", ""-2x^3 - 4x^2 + 3x + 7""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f7e995b1,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-3x**2 + 12x + 1"", ""-x^3 + 6x^2 + x + 8"", ""-3x^2 + 12x + 1"", ""0""]","[""-3x^2 + 12x + 1"", ""-x^3 + 6x^2 + x + 8"", ""-3x^2 + 12x + 1"", ""0""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f7e995b1,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-3x^2 + 12x + 1"", ""-x^3 + 6x^2 + x + 8"", ""-3x^2 + 12x + 1"", ""0""]","[""-3x^2 + 12x + 1"", ""-x^3 + 6x^2 + x + 8"", ""0""]",2,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f87c7320,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""x^3 + 3x^2 - 4x - 2"", ""0"", ""3x**2 + 6x - 4"", ""3x^2 + 6x - 4""]","[""x^3 + 3x^2 - 4x - 2"", ""0"", ""3x^2 + 6x - 4"", ""3x^2 + 6x - 4""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f87c7320,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""x^3 + 3x^2 - 4x - 2"", ""0"", ""3x^2 + 6x - 4"", ""3x^2 + 6x - 4""]","[""x^3 + 3x^2 - 4x - 2"", ""0"", ""3x^2 + 6x - 4""]",3,2
KS5_merged_deduped.jsonl,ks5_diff_poly_f94ebb42,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-3x**2 - 10x + 6"", ""-x^3 - 5x^2 + 6x - 6"", ""0"", ""-3x^2 - 10x + 6""]","[""-3x^2 - 10x + 6"", ""-x^3 - 5x^2 + 6x - 6"", ""0"", ""-3x^2 - 10x + 6""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_f94ebb42,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-3x^2 - 10x + 6"", ""-x^3 - 5x^2 + 6x - 6"", ""0"", ""-3x^2 - 10x + 6""]","[""-3x^2 - 10x + 6"", ""-x^3 - 5x^2 + 6x - 6"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f9c1b017,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-9x^2 + 6x - 4"", ""-9x**2 + 6x - 4"", ""-3x^3 + 3x^2 - 4x - 7"", ""0""]","[""-9x^2 + 6x - 4"", ""-9x^2 + 6x - 4"", ""-3x^3 + 3x^2 - 4x - 7"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_f9c1b017,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-9x^2 + 6x - 4"", ""-9x^2 + 6x - 4"", ""-3x^3 + 3x^2 - 4x - 7"", ""0""]","[""-9x^2 + 6x - 4"", ""-3x^3 + 3x^2 - 4x - 7"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fa03d9bb,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-15x**2 + 1"", ""-15x^2 + 1"", ""-5x^3 + x + 2""]","[""0"", ""-15x^2 + 1"", ""-15x^2 + 1"", ""-5x^3 + x + 2""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fa03d9bb,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-15x^2 + 1"", ""-15x^2 + 1"", ""-5x^3 + x + 2""]","[""0"", ""-15x^2 + 1"", ""-5x^3 + x + 2""]",2,1
KS5_merged_deduped.jsonl,ks5_diff_poly_fb4be2f0,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""0"", ""x^4 - 2x^3 + 4x^2 + 6x - 5"", ""4x**3 - 6x**2 + 8x + 6"", ""4x^3 - 6x^2 + 8x + 6""]","[""0"", ""x^4 - 2x^3 + 4x^2 + 6x - 5"", ""4x^3 - 6x^2 + 8x + 6"", ""4x^3 - 6x^2 + 8x + 6""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fb4be2f0,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""x^4 - 2x^3 + 4x^2 + 6x - 5"", ""4x^3 - 6x^2 + 8x + 6"", ""4x^3 - 6x^2 + 8x + 6""]","[""0"", ""x^4 - 2x^3 + 4x^2 + 6x - 5"", ""4x^3 - 6x^2 + 8x + 6""]",3,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fb9032db,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""18x**2 + 6x"", ""6x^3 + 3x^2 - 5"", ""0"", ""18x^2 + 6x""]","[""18x^2 + 6x"", ""6x^3 + 3x^2 - 5"", ""0"", ""18x^2 + 6x""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fb9032db,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""18x^2 + 6x"", ""6x^3 + 3x^2 - 5"", ""0"", ""18x^2 + 6x""]","[""18x^2 + 6x"", ""6x^3 + 3x^2 - 5"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fc185332,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-6x^3 - 5x^2 - x + 2"", ""-18x^2 - 10x - 1"", ""-18x**2 - 10x - 1""]","[""0"", ""-6x^3 - 5x^2 - x + 2"", ""-18x^2 - 10x - 1"", ""-18x^2 - 10x - 1""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fc185332,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-6x^3 - 5x^2 - x + 2"", ""-18x^2 - 10x - 1"", ""-18x^2 - 10x - 1""]","[""0"", ""-6x^3 - 5x^2 - x + 2"", ""-18x^2 - 10x - 1""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fcbc17ed,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""8x**3 - 18x**2 - 2x"", ""2x^4 - 6x^3 - x^2 + 4"", ""0"", ""8x^3 - 18x^2 - 2x""]","[""8x^3 - 18x^2 - 2x"", ""2x^4 - 6x^3 - x^2 + 4"", ""0"", ""8x^3 - 18x^2 - 2x""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fcbc17ed,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""8x^3 - 18x^2 - 2x"", ""2x^4 - 6x^3 - x^2 + 4"", ""0"", ""8x^3 - 18x^2 - 2x""]","[""8x^3 - 18x^2 - 2x"", ""2x^4 - 6x^3 - x^2 + 4"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fcf1930e,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""12x**2 + 8x + 4"", ""4x^3 + 4x^2 + 4x + 8"", ""12x^2 + 8x + 4""]","[""0"", ""12x^2 + 8x + 4"", ""4x^3 + 4x^2 + 4x + 8"", ""12x^2 + 8x + 4""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fcf1930e,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""12x^2 + 8x + 4"", ""4x^3 + 4x^2 + 4x + 8"", ""12x^2 + 8x + 4""]","[""0"", ""12x^2 + 8x + 4"", ""4x^3 + 4x^2 + 4x + 8""]",3,1
KS5_merged_deduped.jsonl,ks5_diff_poly_fd5ca442,normalize_python_exponent,APPLIED,replaced 2 '**' occurrence(s),"[""-12x**3 - 3x**2 + 10x + 1"", ""0"", ""-3x^4 - x^3 + 5x^2 + x + 5"", ""-12x^3 - 3x^2 + 10x + 1""]","[""-12x^3 - 3x^2 + 10x + 1"", ""0"", ""-3x^4 - x^3 + 5x^2 + x + 5"", ""-12x^3 - 3x^2 + 10x + 1""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fd5ca442,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-12x^3 - 3x^2 + 10x + 1"", ""0"", ""-3x^4 - x^3 + 5x^2 + x + 5"", ""-12x^3 - 3x^2 + 10x + 1""]","[""-12x^3 - 3x^2 + 10x + 1"", ""0"", ""-3x^4 - x^3 + 5x^2 + x + 5""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fda9fb08,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-6x^2 - 12x + 5"", ""-6x**2 - 12x + 5"", ""-2x^3 - 6x^2 + 5x + 2"", ""0""]","[""-6x^2 - 12x + 5"", ""-6x^2 - 12x + 5"", ""-2x^3 - 6x^2 + 5x + 2"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fda9fb08,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-6x^2 - 12x + 5"", ""-6x^2 - 12x + 5"", ""-2x^3 - 6x^2 + 5x + 2"", ""0""]","[""-6x^2 - 12x + 5"", ""-2x^3 - 6x^2 + 5x + 2"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fe3896ba,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""6x**2 - 10x + 3"", ""0"", ""2x^3 - 5x^2 + 3x + 3"", ""6x^2 - 10x + 3""]","[""6x^2 - 10x + 3"", ""0"", ""2x^3 - 5x^2 + 3x + 3"", ""6x^2 - 10x + 3""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fe3896ba,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""6x^2 - 10x + 3"", ""0"", ""2x^3 - 5x^2 + 3x + 3"", ""6x^2 - 10x + 3""]","[""6x^2 - 10x + 3"", ""0"", ""2x^3 - 5x^2 + 3x + 3""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fe39df81,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""8x^3 + 6x + 2"", ""8x**3 + 6x + 2"", ""0"", ""2x^4 + 3x^2 + 2x - 1""]","[""8x^3 + 6x + 2"", ""8x^3 + 6x + 2"", ""0"", ""2x^4 + 3x^2 + 2x - 1""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fe39df81,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""8x^3 + 6x + 2"", ""8x^3 + 6x + 2"", ""0"", ""2x^4 + 3x^2 + 2x - 1""]","[""8x^3 + 6x + 2"", ""0"", ""2x^4 + 3x^2 + 2x - 1""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_fe7e8761,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""0"", ""-x^3 - 5x^2 + 4x - 1"", ""-3x^2 - 10x + 4"", ""-3x**2 - 10x + 4""]","[""0"", ""-x^3 - 5x^2 + 4x - 1"", ""-3x^2 - 10x + 4"", ""-3x^2 - 10x + 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fe7e8761,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""0"", ""-x^3 - 5x^2 + 4x - 1"", ""-3x^2 - 10x + 4"", ""-3x^2 - 10x + 4""]","[""0"", ""-x^3 - 5x^2 + 4x - 1"", ""-3x^2 - 10x + 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fec440fe,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""4x^3 - 5x^2 + 4x + 8"", ""0"", ""12x^2 - 10x + 4"", ""12x**2 - 10x + 4""]","[""4x^3 - 5x^2 + 4x + 8"", ""0"", ""12x^2 - 10x + 4"", ""12x^2 - 10x + 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fec440fe,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""4x^3 - 5x^2 + 4x + 8"", ""0"", ""12x^2 - 10x + 4"", ""12x^2 - 10x + 4""]","[""4x^3 - 5x^2 + 4x + 8"", ""0"", ""12x^2 - 10x + 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_fed489f4,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""12x**2 - 10x - 2"", ""4x^3 - 5x^2 - 2x + 8"", ""0"", ""12x^2 - 10x - 2""]","[""12x^2 - 10x - 2"", ""4x^3 - 5x^2 - 2x + 8"", ""0"", ""12x^2 - 10x - 2""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_poly_fed489f4,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""12x^2 - 10x - 2"", ""4x^3 - 5x^2 - 2x + 8"", ""0"", ""12x^2 - 10x - 2""]","[""12x^2 - 10x - 2"", ""4x^3 - 5x^2 - 2x + 8"", ""0""]",3,0
KS5_merged_deduped.jsonl,ks5_diff_poly_ff0a373a,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""12x^2 + 12x"", ""4x^3 + 6x^2 - 3"", ""12x**2 + 12x"", ""0""]","[""12x^2 + 12x"", ""4x^3 + 6x^2 - 3"", ""12x^2 + 12x"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_ff0a373a,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""12x^2 + 12x"", ""4x^3 + 6x^2 - 3"", ""12x^2 + 12x"", ""0""]","[""12x^2 + 12x"", ""4x^3 + 6x^2 - 3"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_ff26d1e4,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-3x^3 - 2x^2 - 4x + 6"", ""0"", ""-9x^2 - 4x - 4"", ""-9x**2 - 4x - 4""]","[""-3x^3 - 2x^2 - 4x + 6"", ""0"", ""-9x^2 - 4x - 4"", ""-9x^2 - 4x - 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_ff26d1e4,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-3x^3 - 2x^2 - 4x + 6"", ""0"", ""-9x^2 - 4x - 4"", ""-9x^2 - 4x - 4""]","[""-3x^3 - 2x^2 - 4x + 6"", ""0"", ""-9x^2 - 4x - 4""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_ff81301a,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-9x^2 - 4x - 6"", ""-3x^3 - 2x^2 - 6x"", ""-9x**2 - 4x - 6"", ""0""]","[""-9x^2 - 4x - 6"", ""-3x^3 - 2x^2 - 6x"", ""-9x^2 - 4x - 6"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_ff81301a,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-9x^2 - 4x - 6"", ""-3x^3 - 2x^2 - 6x"", ""-9x^2 - 4x - 6"", ""0""]","[""-9x^2 - 4x - 6"", ""-3x^3 - 2x^2 - 6x"", ""0""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_poly_ffcbdb85,normalize_python_exponent,APPLIED,replaced 1 '**' occurrence(s),"[""-2x^3 + 6x^2 - 3x - 1"", ""-6x**2 + 12x - 3"", ""-6x^2 + 12x - 3"", ""0""]","[""-2x^3 + 6x^2 - 3x - 1"", ""-6x^2 + 12x - 3"", ""-6x^2 + 12x - 3"", ""0""]",2,2
KS5_merged_deduped.jsonl,ks5_diff_poly_ffcbdb85,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-2x^3 + 6x^2 - 3x - 1"", ""-6x^2 + 12x - 3"", ""-6x^2 + 12x - 3"", ""0""]","[""-2x^3 + 6x^2 - 3x - 1"", ""-6x^2 + 12x - 3"", ""0""]",2,1
KS5_merged_deduped.jsonl,ks5_diff_trig_219248618981103483,remove_exact_duplicate_options,APPLIED,removed 0 duplicate option(s),"[""1cos(1x)"", ""cos(1x)"", ""-1sin(1x)"", ""-1cos(1x)""]","[""1cos(1x)"", ""cos(1x)"", ""-1sin(1x)"", ""-1cos(1x)""]",0,0
KS5_merged_deduped.jsonl,ks5_diff_trig_3653143867252413696,remove_exact_duplicate_options,APPLIED,removed 0 duplicate option(s),"[""1sin(1x)"", ""1cos(1x)"", ""-sin(1x)"", ""-1sin(1x)""]","[""1sin(1x)"", ""1cos(1x)"", ""-sin(1x)"", ""-1sin(1x)""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_trig_4124396569953666842,remove_exact_duplicate_options,APPLIED,removed 0 duplicate option(s),"[""1sin(1x)"", ""1cos(1x)"", ""-sin(1x)"", ""-1sin(1x)""]","[""1sin(1x)"", ""1cos(1x)"", ""-sin(1x)"", ""-1sin(1x)""]",3,3
KS5_merged_deduped.jsonl,ks5_diff_trig_4190816191610531060,remove_exact_duplicate_options,APPLIED,removed 0 duplicate option(s),"[""cos(1x)"", ""1cos(1x)"", ""-1sin(1x)"", ""-1cos(1x)""]","[""cos(1x)"", ""1cos(1x)"", ""-1sin(1x)"", ""-1cos(1x)""]",1,1
KS5_merged_deduped.jsonl,ks5_e0785f0ae3,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-3x^2 - x - 1"", ""-9x^2 - 2x - 1"", ""-3x^2 - x - 1"", ""-3x^3 - x^2 - x + 6""]","[""-3x^2 - x - 1"", ""-9x^2 - 2x - 1"", ""-3x^3 - x^2 - x + 6""]",1,1
KS5_merged_deduped.jsonl,ks5_e08dd07387,remove_exact_duplicate_options,APPLIED,removed 0 duplicate option(s),"[""-1cos(1x -4)"", ""cos(1x -4)"", ""1cos(1x -4)"", ""1sin(1x -4)""]","[""-1cos(1x -4)"", ""cos(1x -4)"", ""1cos(1x -4)"", ""1sin(1x -4)""]",2,2
KS5_merged_deduped.jsonl,ks5_e0cee892f7,remove_exact_duplicate_options,APPLIED,removed 1 duplicate option(s),"[""-2(1x +6)^1"", ""2(1x +6)^2"", ""2(1x +6)^1"", ""2(1x +6)^1""]","[""-2(1x +6)^1"", ""2(1x +6)^2"", ""2(1x +6)^1""]",2,2
